star,region,constellation,security_status,connections
C3-0YD,Tenerifis,E-IFSA,-0.56,"['QRBN-M', 'PDF-3Z']"
XSUD-1,Detorid,MZ-PA2,-0.34,"['C5-SUU', 'OFVH-Y']"
P7MI-T,Detorid,MZ-PA2,-0.4,"['C5-SUU', 'JFV-ID']"
JFV-ID,Detorid,MZ-PA2,-0.36,"['ZLO3-V', 'P7MI-T']"
3-3EZB,Detorid,MZ-PA2,-0.51,"['C5-SUU', '52CW-6']"
1-GBVE,Detorid,PR-ACX,-0.44,"['L8-WNE', 'E-1XVP']"
L-QQ6P,Detorid,5P4-QA,-0.35,"['LT-XI4', '5OJ-G2']"
A-7XFN,Detorid,D-95MV,-0.23,"['DX-TAR', 'O3-4MN']"
U-MFTL,Detorid,D-95MV,-0.31,"['O3-4MN', 'W6P-7U']"
F2W-C6,Detorid,3R-BJL,-0.71,"['X40H-9', 'KZ9T-C']"
IAS-I5,Detorid,4SRW-B,-0.39,"['O3-4MN', 'SAI-T9', 'K7S-FF', 'RT-9WL']"
7-A6XV,Detorid,NZU8-G,-0.45,"['H-93YV', 'U69-YC']"
L-L7PE,Detorid,NZU8-G,-0.56,['U69-YC']
27-HP0,Insmother,TL-FDN,-0.64,"['O-9G5Y', 'X1-IZ0']"
9RQ-L8,Stain,41JS-R,-0.07,"['WHG2-7', 'TG-Z23', '4J-ZC9']"
7R5-7R,Stain,H26A-B,-0.13,"['0Y1-M7', 'Y1-UQ2', '57M7-W']"
B-A587,Immensea,Q-IPAA,-0.23,"['QI-S9W', 'PPFB-U']"
O7-7UX,Immensea,K-ZKBM,-0.26,['Y2-QUV']
QE-E1D,Immensea,K-N3MD,-0.27,"['QI-S9W', 'LK1K-5', 'REB-KR']"
D-BAMJ,Immensea,4MY-AB,-0.13,"['DW-N2S', 'JKWP-U', 'RHE7-W']"
JKWP-U,Immensea,4MY-AB,-0.24,"['DW-N2S', 'W-FHWJ', 'X-6WC7', 'D-BAMJ']"
7-ZT1Y,Immensea,Y46-EN,-0.3,['FN-DSR']
Y-JKJ8,Impass,5J-SSP,-0.21,"['4OIV-X', 'AFJ-NB']"
F-NXLQ,Querious,XLL-Z7,-0.79,"['ZXJ-71', 'ES-Q0W', 'H74-B0', 'NU4-2G', '3D5K-R']"
ES-Q0W,Querious,XLL-Z7,-0.78,"['ZXJ-71', 'F-NXLQ', '3D5K-R']"
I3Q-II,Delve,6-UCYU,-0.25,['0N-3RO']
D-W7F0,Delve,SPNZ-Z,-0.12,"['4K-TRB', 'JP4-AA', 'T5ZI-S']"
4X0-8B,Delve,SPNZ-Z,-0.24,"['JP4-AA', 'FM-JK5', 'KEE-N6']"
T-M0FA,Delve,D5-SOW,-0.13,"['QC-YX6', '4O-239', 'T-IPZB', 'Q-JQSG']"
LUA5-L,Delve,D5-SOW,-0.04,"['QC-YX6', 'T-IPZB']"
D-3GIQ,Delve,W-4U1E,-0.39,"['319-3D', 'K-6K16']"
PUIG-F,Delve,W-4U1E,-0.67,"['W-KQPI', '0-HDC8']"
1DQ1-A,Delve,O-EIMK,-0.39,"['T5ZI-S', '8WA-Z6', 'N-8YET', 'MO-GZ5']"
GY6A-L,Delve,LSC-4P,-0.53,"['319-3D', 'UEXO-Z', 'N8D9-Z']"
YAW-7M,Delve,OK-FEM,-0.76,"['9GNS-2', 'C3N-3S']"
CX8-6K,Delve,OK-FEM,-0.41,"['9GNS-2', 'C3N-3S', '1-2J4P']"
LWX-93,Delve,OK-FEM,-0.9,"['C3N-3S', 'TN25-J']"
H-HWQR,Tenerifis,AU-S0B,-0.35,"['1-7KWU', 'D-9UEV', '78R-PI']"
ZD1-Z2,Tenerifis,CL-QB2,-0.34,"['6-IAFR', 'C-FD0D']"
PDF-3Z,Tenerifis,E-IFSA,-0.58,"['C3-0YD', '9-MJVQ', 'PEK-8Z']"
52CW-6,Detorid,MZ-PA2,-0.46,"['3-3EZB', 'TYB-69']"
5OJ-G2,Detorid,5P4-QA,-0.47,"['L-QQ6P', '9-02G0', 'XA5-TY']"
OFVH-Y,Detorid,1RG-GU,-0.3,"['XSUD-1', '2-X0PF', 'QLPX-J']"
DX-TAR,Detorid,D-95MV,-0.24,"['7-P1JO', 'T-0JWP', 'A-7XFN']"
KZ9T-C,Detorid,3R-BJL,-0.77,"['FMH-OV', 'F2W-C6', 'XW2H-V']"
E-1XVP,Detorid,T875-C,-0.21,"['1-GBVE', 'S-51XG']"
SAI-T9,Detorid,4SRW-B,-0.31,"['FR46-E', 'IAS-I5', 'K7S-FF', 'RT-9WL']"
K7S-FF,Detorid,4SRW-B,-0.34,"['SAI-T9', 'IAS-I5']"
RT-9WL,Detorid,4SRW-B,-0.5,"['SAI-T9', 'IAS-I5', 'O5Q7-U']"
W6P-7U,Detorid,NZU8-G,-0.32,"['U-MFTL', '0IF-26', 'H-93YV']"
H-93YV,Detorid,NZU8-G,-0.33,"['W6P-7U', 'E51-JE', '7-A6XV', 'QXE-1N']"
X1-IZ0,Insmother,TL-FDN,-0.59,['27-HP0']
TG-Z23,Stain,41JS-R,-0.05,"['9RQ-L8', 'IP-MVJ', '4J-ZC9', 'JS-E8E']"
4J-ZC9,Stain,41JS-R,-0.06,"['9RQ-L8', 'TG-Z23']"
Y1-UQ2,Stain,H26A-B,-0.17,"['7R5-7R', 'HM-UVD']"
57M7-W,Stain,H26A-B,-0.22,"['7R5-7R', 'WNS-7J']"
PPFB-U,Immensea,Q-IPAA,-0.07,['B-A587']
LK1K-5,Immensea,K-N3MD,-0.3,"['QE-E1D', 'Z-H2MA', 'B2-UQW']"
REB-KR,Immensea,K-N3MD,-0.27,"['QE-E1D', 'L-5JCJ', '4-GB14']"
RHE7-W,Immensea,4MY-AB,-0.08,"['D-BAMJ', 'F76-8Q']"
AFJ-NB,Impass,5J-SSP,-0.16,"['Y-JKJ8', 'H-64KI']"
H74-B0,Querious,XLL-Z7,-0.68,"['F-NXLQ', '3D5K-R']"
NU4-2G,Querious,XLL-Z7,-0.97,['F-NXLQ']
3D5K-R,Querious,XLL-Z7,-0.68,"['F-NXLQ', 'ES-Q0W', 'H74-B0']"
JP4-AA,Delve,SPNZ-Z,-0.13,"['D-W7F0', 'FM-JK5', '23G-XC', '4X0-8B']"
FM-JK5,Delve,SPNZ-Z,-0.23,"['JP4-AA', 'PDE-U3', '4X0-8B']"
T5ZI-S,Delve,SPNZ-Z,-0.14,"['D-W7F0', '1DQ1-A']"
4O-239,Delve,D5-SOW,-0.35,"['T-M0FA', 'Q-JQSG', '39P-1J']"
T-IPZB,Delve,D5-SOW,-0.11,"['T-M0FA', 'LUA5-L']"
Q-JQSG,Delve,D5-SOW,-0.21,"['T-M0FA', '4O-239', 'F-9PXR']"
K-6K16,Delve,W-4U1E,-0.43,"['D-3GIQ', 'QY6-RK', 'W-KQPI', 'F-TE1T']"
W-KQPI,Delve,W-4U1E,-0.59,"['K-6K16', 'PUIG-F']"
8WA-Z6,Delve,O-EIMK,-0.63,"['1DQ1-A', '5BTK-M', 'MO-GZ5']"
MO-GZ5,Delve,O-EIMK,-0.71,"['1DQ1-A', '8WA-Z6']"
UEXO-Z,Delve,LSC-4P,-0.83,"['GY6A-L', '9O-8W1', '7-K6UE']"
N8D9-Z,Delve,LSC-4P,-0.48,['GY6A-L']
9GNS-2,Delve,OK-FEM,-0.55,"['PF-KUQ', 'YAW-7M', 'CX8-6K', '1-2J4P']"
1-2J4P,Delve,OK-FEM,-0.41,"['9GNS-2', 'CX8-6K', 'M0O-JG', 'L-YMYU']"
C-FD0D,Tenerifis,CL-QB2,-0.32,"['ZD1-Z2', 'S-9RCJ', 'W-16DY']"
9-MJVQ,Tenerifis,E-IFSA,-0.49,"['PDF-3Z', 'L2GN-K', '4-IT9G']"
PEK-8Z,Tenerifis,E-IFSA,-0.7,"['PDF-3Z', '2PG-KN']"
TN25-J,Period Basis,6KFH-X,-0.95,"['LWX-93', 'HIX4-H']"
9-02G0,Detorid,5P4-QA,-0.47,"['5OJ-G2', 'M-XUZZ']"
XA5-TY,Detorid,5P4-QA,-0.53,['5OJ-G2']
2-X0PF,Detorid,1RG-GU,-0.38,"['OFVH-Y', '1-PGSG', 'QLPX-J']"
QLPX-J,Detorid,1RG-GU,-0.28,"['OFVH-Y', '2-X0PF', 'A-C5TC']"
FR46-E,Detorid,1RG-GU,-0.27,"['A-C5TC', 'RZ-PIY', 'SAI-T9', 'U0W-DR']"
FMH-OV,Detorid,ZPI-2E,-0.9,"['77S8-E', 'KZ9T-C']"
TYB-69,Detorid,D-95MV,-0.34,"['52CW-6', 'EDQG-L', '7-P1JO']"
7-P1JO,Detorid,D-95MV,-0.25,"['TYB-69', 'T-0JWP', 'DX-TAR']"
T-0JWP,Detorid,D-95MV,-0.24,"['7-P1JO', 'DX-TAR']"
XW2H-V,Detorid,3R-BJL,-0.87,['KZ9T-C']
S-51XG,Detorid,T875-C,-0.14,"['F9O-U9', 'E-1XVP', 'E-ACV6']"
O5Q7-U,Detorid,4SRW-B,-0.6,"['RT-9WL', '62O-UE']"
0IF-26,Detorid,NZU8-G,-0.4,['W6P-7U']
E51-JE,Detorid,NZU8-G,-0.28,['H-93YV']
QXE-1N,Detorid,NZU8-G,-0.35,['H-93YV']
IP-MVJ,Stain,41JS-R,-0.04,['TG-Z23']
HM-UVD,Stain,H26A-B,-0.25,"['Y1-UQ2', 'G-ME2K', 'WNS-7J']"
WNS-7J,Stain,H26A-B,-0.31,"['HM-UVD', '57M7-W']"
JS-E8E,Stain,Y-2D6Q,-0.07,"['TG-Z23', 'FV-SE8']"
Z-H2MA,Immensea,K-N3MD,-0.27,"['LK1K-5', 'B-KDOZ']"
L-5JCJ,Immensea,K-N3MD,-0.26,"['REB-KR', '4-GB14']"
4-GB14,Immensea,K-N3MD,-0.25,"['REB-KR', 'L-5JCJ']"
F76-8Q,Immensea,4MY-AB,-0.06,['RHE7-W']
B2-UQW,Immensea,YENX-U,-0.37,"['LK1K-5', 'U9U-TQ', '6-I162']"
H-64KI,Impass,ZYR-NF,-0.16,"['AFJ-NB', '9I-SRF', '9-IIBL']"
PDE-U3,Delve,SPNZ-Z,-0.51,['FM-JK5']
23G-XC,Delve,SPNZ-Z,-0.01,['JP4-AA']
QY6-RK,Delve,W-4U1E,-0.6,"['K-6K16', 'J-LPX7']"
F-TE1T,Delve,W-4U1E,-0.73,"['K-6K16', 'J-LPX7']"
5BTK-M,Delve,O-EIMK,-0.65,"['8WA-Z6', 'Y-OMTZ']"
39P-1J,Delve,SG-CTQ,-0.56,"['4O-239', 'HZAQ-W', '7G-QIG', 'NIDJ-K', 'PS-94K']"
9O-8W1,Delve,LSC-4P,-0.77,"['UEXO-Z', '8F-TK3']"
PF-KUQ,Delve,LSC-4P,-0.46,"['8F-TK3', '9GNS-2']"
F-9PXR,Delve,1-A81R,-0.06,"['Q-JQSG', 'Y5C-YD']"
7-K6UE,Delve,F-I56R,-0.85,"['UEXO-Z', 'C6Y-ZF', '6Z-CKS', 'G-M5L3']"
M0O-JG,Delve,OK-FEM,-0.06,['1-2J4P']
S-9RCJ,Tenerifis,CL-QB2,-0.3,"['C-FD0D', 'ZMV9-A', 'W-16DY']"
W-16DY,Tenerifis,CL-QB2,-0.29,"['C-FD0D', 'S-9RCJ', 'M-4KDB', 'ABE-M2']"
L2GN-K,Tenerifis,E-IFSA,-0.45,['9-MJVQ']
4-IT9G,Tenerifis,E-IFSA,-0.46,['9-MJVQ']
2PG-KN,Tenerifis,E-IFSA,-0.76,['PEK-8Z']
L-YMYU,Period Basis,XOV7-5,-0.09,"['1-2J4P', '35-JWD']"
HIX4-H,Period Basis,6KFH-X,-0.37,"['ZU-MS3', 'GR-J8B', 'OY0-2T', 'TN25-J']"
M-XUZZ,Detorid,5P4-QA,-0.46,"['9-02G0', 'SLVP-D']"
1-PGSG,Detorid,1RG-GU,-0.5,['2-X0PF']
A-C5TC,Detorid,1RG-GU,-0.24,"['QLPX-J', 'RZ-PIY', 'FR46-E']"
RZ-PIY,Detorid,1RG-GU,-0.23,"['A-C5TC', 'FR46-E', 'F9O-U9']"
77S8-E,Detorid,ZPI-2E,-0.82,"['SLVP-D', 'HZFJ-M', 'FMH-OV', '46DP-O']"
EDQG-L,Detorid,D-95MV,-0.21,"['TYB-69', 'J-L9MA']"
F9O-U9,Detorid,T875-C,-0.17,"['RZ-PIY', 'S-51XG', 'QIMO-2']"
E-ACV6,Detorid,T875-C,-0.16,"['S-51XG', 'BOZ1-O', 'Z-2Y2Y']"
62O-UE,Detorid,4SRW-B,-0.56,"['O5Q7-U', 'M-ZJWJ']"
U0W-DR,Detorid,HOV-VI,-0.24,"['FR46-E', 'SY-UWN', 'DX-DFJ']"
G-ME2K,Stain,H26A-B,-0.26,['HM-UVD']
FV-SE8,Stain,Y-2D6Q,-0.08,"['JS-E8E', 'FZSW-Y']"
B-KDOZ,Immensea,K-N3MD,-0.25,"['Z-H2MA', '9-XN3F']"
U9U-TQ,Immensea,YENX-U,-0.35,"['B2-UQW', '08-N7Q']"
6-I162,Immensea,YENX-U,-0.48,"['B2-UQW', '08-N7Q']"
9I-SRF,Impass,ZYR-NF,-0.21,"['H-64KI', 'YALR-F', '68FT-6']"
9-IIBL,Impass,ZYR-NF,-0.1,"['H-64KI', '5GQ-S9', '68FT-6']"
J-LPX7,Delve,W-4U1E,-0.69,"['QY6-RK', 'F-TE1T']"
Y-OMTZ,Delve,O-EIMK,-0.93,['5BTK-M']
HZAQ-W,Delve,SG-CTQ,-0.58,"['39P-1J', 'PS-94K']"
7G-QIG,Delve,SG-CTQ,-0.69,"['39P-1J', 'PS-94K']"
NIDJ-K,Delve,SG-CTQ,-0.61,"['39P-1J', '8RQJ-2']"
PS-94K,Delve,SG-CTQ,-0.75,"['39P-1J', 'HZAQ-W', '7G-QIG']"
8F-TK3,Delve,LSC-4P,-0.63,"['9O-8W1', 'PF-KUQ']"
Y5C-YD,Delve,1-A81R,-0.24,"['F-9PXR', '31X-RE', 'Q-02UL']"
C6Y-ZF,Delve,F-I56R,-0.56,"['7-K6UE', '6Z-CKS', 'KBAK-I']"
6Z-CKS,Delve,F-I56R,-0.57,"['7-K6UE', 'C6Y-ZF', 'KBAK-I', 'M-SRKS']"
G-M5L3,Delve,F-I56R,-0.78,"['7-K6UE', 'KBAK-I']"
ZMV9-A,Tenerifis,CL-QB2,-0.23,"['Y-FZ5N', 'S-9RCJ', 'FE-6YQ']"
M-4KDB,Tenerifis,CL-QB2,-0.25,"['FE-6YQ', 'W-16DY']"
ABE-M2,Tenerifis,ZQ7-QS,-0.36,"['W-16DY', 'IL-YTR', 'U2U5-A']"
35-JWD,Period Basis,XOV7-5,-0.02,"['L-YMYU', 'F-M1FU', '0-NTIS', 'XZ-SKZ']"
ZU-MS3,Period Basis,6KFH-X,-0.26,"['CW9-1Y', 'HIX4-H']"
GR-J8B,Period Basis,6KFH-X,-0.37,['HIX4-H']
OY0-2T,Period Basis,6KFH-X,-0.55,"['HIX4-H', 'E2-RDQ']"
SLVP-D,Detorid,ZPI-2E,-0.57,"['M-XUZZ', '0-G8NO', 'QRFJ-Q', '77S8-E']"
HZFJ-M,Detorid,ZPI-2E,-0.71,"['0-G8NO', '77S8-E']"
J-L9MA,Detorid,D-95MV,-0.24,['EDQG-L']
BOZ1-O,Detorid,T875-C,-0.15,"['E-ACV6', 'QIMO-2', 'Q0J-RH']"
QIMO-2,Detorid,T875-C,-0.15,"['F9O-U9', 'BOZ1-O']"
Z-2Y2Y,Detorid,T875-C,-0.15,['E-ACV6']
SY-UWN,Detorid,HOV-VI,-0.18,"['U0W-DR', 'X-31TE']"
DX-DFJ,Detorid,HOV-VI,-0.27,"['U0W-DR', 'DVWV-3', 'KE-0FB']"
FZSW-Y,Stain,Y-2D6Q,-0.06,"['FV-SE8', 'UF-KKH']"
9-XN3F,Immensea,EL8Z-M,-0.35,"['B-KDOZ', 'AC-7LZ', 'Y-FZ5N']"
Y-FZ5N,Immensea,EL8Z-M,-0.41,"['9-XN3F', 'U79-JF', 'ZMV9-A']"
08-N7Q,Immensea,YENX-U,-0.72,"['U9U-TQ', '6-I162', 'Y-C4AL']"
M-ZJWJ,Immensea,IJE6-J,-0.47,"['62O-UE', 'O7-VJ5', 'FRTC-5', 'NI-J0B']"
5GQ-S9,Impass,ZYR-NF,-0.06,"['9-IIBL', 'D-L4H0']"
YALR-F,Impass,ZYR-NF,-0.3,"['9I-SRF', 'IV-UNR']"
68FT-6,Impass,ZYR-NF,-0.21,"['9I-SRF', '9-IIBL', 'IRE-98', 'HOHF-B', 'Y-6B0E']"
8RQJ-2,Delve,SG-CTQ,-0.6,['NIDJ-K']
31X-RE,Delve,1-A81R,-0.36,"['Y5C-YD', 'Q-02UL', '5-6QW7']"
Q-02UL,Delve,1-A81R,-0.57,"['Y5C-YD', '31X-RE', '7UTB-F', '5-6QW7']"
KBAK-I,Delve,F-I56R,-0.64,"['C6Y-ZF', '6Z-CKS', 'G-M5L3']"
M-SRKS,Delve,F-I56R,-0.23,['6Z-CKS']
FE-6YQ,Tenerifis,CL-QB2,-0.2,"['ZMV9-A', 'M-4KDB']"
IL-YTR,Tenerifis,ZQ7-QS,-0.59,"['ABE-M2', 'KW-OAM']"
U2U5-A,Tenerifis,ZQ7-QS,-0.42,"['ABE-M2', 'EQWO-Y', 'QI9-42']"
46DP-O,Tenerifis,W-3E44,-0.66,"['77S8-E', 'T6GY-Y', '9-980U', 'ZO-P5K']"
F-M1FU,Period Basis,XOV7-5,-0.32,"['35-JWD', 'VR-YIQ']"
0-NTIS,Period Basis,XOV7-5,-0.03,"['35-JWD', 'XZ-SKZ', 'I6M-9U']"
XZ-SKZ,Period Basis,XOV7-5,-0.04,"['CJF-1P', '35-JWD', '0-NTIS']"
CW9-1Y,Period Basis,N-39FI,-0.16,"['VYO-68', 'ZU-MS3']"
E2-RDQ,Period Basis,6KFH-X,-0.92,['OY0-2T']
0-G8NO,Detorid,ZPI-2E,-0.69,"['SLVP-D', 'HZFJ-M']"
QRFJ-Q,Detorid,ZPI-2E,-0.53,['SLVP-D']
Q0J-RH,Detorid,T875-C,-0.14,['BOZ1-O']
X-31TE,Detorid,HOV-VI,-0.2,['SY-UWN']
DVWV-3,Detorid,HOV-VI,-0.36,"['DX-DFJ', 'KE-0FB', 'I-9GI1']"
KE-0FB,Detorid,HOV-VI,-0.25,"['DX-DFJ', 'DVWV-3', 'I-9GI1']"
UF-KKH,Stain,Y-2D6Q,-0.05,"['FZSW-Y', 'O5Y3-W']"
CJF-1P,Stain,W-ULNA,-0.1,"['VNPF-7', 'Z-XMUC', 'XZ-SKZ']"
AC-7LZ,Immensea,EL8Z-M,-0.3,"['9-XN3F', 'LBA-SO', 'E8-YS9']"
U79-JF,Immensea,EL8Z-M,-0.56,"['Y-FZ5N', 'W4E-IT']"
Y-C4AL,Immensea,YENX-U,-0.69,"['08-N7Q', 'CKX-RW']"
O7-VJ5,Immensea,IJE6-J,-0.57,"['KCDX-7', 'FRTC-5', 'M-ZJWJ', 'R-ORB7']"
FRTC-5,Immensea,IJE6-J,-0.6,"['KCDX-7', 'O7-VJ5', 'M-ZJWJ', 'DR-427']"
NI-J0B,Immensea,IJE6-J,-0.49,['M-ZJWJ']
IV-UNR,Impass,ZYR-NF,-0.44,"['YALR-F', 'UD-VZW']"
IRE-98,Impass,ZYR-NF,-0.26,"['68FT-6', 'F-3H2P', 'DY-40Z', 'N-7ECY']"
HOHF-B,Impass,ZYR-NF,-0.14,"['68FT-6', 'E7VE-V']"
Y-6B0E,Impass,ZYR-NF,-0.25,"['68FT-6', 'F-3H2P']"
D-L4H0,Impass,QZJ-FL,-0.07,"['5GQ-S9', 'GU-9F4', 'FG-1GH']"
7UTB-F,Delve,1-A81R,-0.86,['Q-02UL']
5-6QW7,Delve,1-A81R,-0.43,"['31X-RE', 'Q-02UL']"
KW-OAM,Tenerifis,ZQ7-QS,-0.65,"['IL-YTR', 'JK-Q77']"
EQWO-Y,Tenerifis,ZQ7-QS,-0.36,"['U2U5-A', 'QI9-42']"
QI9-42,Tenerifis,ZQ7-QS,-0.31,"['U2U5-A', 'EQWO-Y', 'YF-P4X']"
T6GY-Y,Tenerifis,BZZ-1U,-0.49,"['8-4KME', 'R1-IMO', '7KIK-H', '46DP-O']"
9-980U,Tenerifis,W-3E44,-0.74,"['46DP-O', 'EMIG-F', 'M-RPN3']"
ZO-P5K,Tenerifis,W-3E44,-0.66,"['46DP-O', 'EMIG-F', '7L9-ZC']"
VR-YIQ,Period Basis,XOV7-5,-0.07,"['F-M1FU', 'I6M-9U', '1-NJLK']"
I6M-9U,Period Basis,XOV7-5,-0.04,"['0-NTIS', 'VR-YIQ', 'MG0-RD']"
VYO-68,Period Basis,N-39FI,-0.19,"['MG0-RD', 'TCAG-3', 'CW9-1Y']"
I-9GI1,Detorid,HOV-VI,-0.2,"['DVWV-3', 'KE-0FB', 'E8-YS9']"
O5Y3-W,Stain,Y-2D6Q,-0.08,"['UF-KKH', '0GN-VO']"
VNPF-7,Stain,W-ULNA,-0.11,"['LC-1ED', 'CJF-1P', 'Z-XMUC']"
Z-XMUC,Stain,W-ULNA,-0.13,"['VNPF-7', 'CJF-1P']"
LBA-SO,Immensea,EL8Z-M,-0.27,"['AC-7LZ', 'E8-YS9']"
E8-YS9,Immensea,EL8Z-M,-0.3,"['I-9GI1', 'AC-7LZ', 'LBA-SO']"
CKX-RW,Immensea,YENX-U,-0.63,"['Y-C4AL', '8X6T-8', 'KCDX-7']"
W4E-IT,Immensea,WTE-CK,-0.6,"['U79-JF', 'OP9L-F', '2O-EEW']"
KCDX-7,Immensea,IJE6-J,-0.58,"['CKX-RW', 'O7-VJ5', 'FRTC-5']"
R-ORB7,Immensea,IJE6-J,-0.6,"['O7-VJ5', 'RU-PT9']"
DR-427,Immensea,IJE6-J,-0.69,"['FRTC-5', 'QN-6J2']"
F-3H2P,Impass,ZYR-NF,-0.39,"['IRE-98', 'Y-6B0E', '6E-MOW']"
DY-40Z,Impass,1A-WYQ,-0.25,"['IRE-98', 'XWY-YM']"
E7VE-V,Impass,05M-I1,-0.13,"['HOHF-B', 'NUG-OF']"
N-7ECY,Impass,EK-NQ2,-0.4,"['IRE-98', '4-MPSJ']"
GU-9F4,Impass,QZJ-FL,-0.06,"['D-L4H0', 'FG-1GH']"
FG-1GH,Impass,QZJ-FL,-0.09,"['D-L4H0', 'GU-9F4', 'WFYM-0', 'DDI-B7']"
UD-VZW,Feythabolis,1ANT-J,-0.5,"['IV-UNR', '3-YX2D', 'V-TN6Q', 'QBH5-F']"
JK-Q77,Tenerifis,ZQ7-QS,-0.66,"['KW-OAM', 'YF-P4X']"
YF-P4X,Tenerifis,ZQ7-QS,-0.24,"['JK-Q77', 'QI9-42', 'JI1-SY']"
8-4KME,Tenerifis,BZZ-1U,-0.27,"['3Q1T-O', 'T6GY-Y']"
R1-IMO,Tenerifis,BZZ-1U,-0.44,"['RU-PT9', 'T6GY-Y']"
7KIK-H,Tenerifis,6I-3VX,-0.32,"['T6GY-Y', 'B-6STA']"
EMIG-F,Tenerifis,W-3E44,-0.7,"['9-980U', 'ZO-P5K']"
M-RPN3,Tenerifis,W-3E44,-0.9,"['9-980U', 'JV1V-O']"
7L9-ZC,Omist,RL36-K,-1,"['ZO-P5K', '7-8EOE']"
MG0-RD,Period Basis,N-39FI,-0.07,"['I6M-9U', 'TPAR-G', 'VYO-68']"
TCAG-3,Period Basis,N-39FI,-0.37,"['G-M4GK', 'TPAR-G', 'VYO-68', 'UR-E46']"
1-NJLK,Period Basis,J8-G8K,-0.3,"['VR-YIQ', 'Y-CWQY', '8KR9-5', 'G-C8QO']"
0GN-VO,Stain,Y-2D6Q,-0.09,"['O5Y3-W', '9U6-SV']"
LC-1ED,Stain,W-ULNA,-0.14,"['QM-O7J', 'RPS-0K', 'VNPF-7']"
8X6T-8,Immensea,YENX-U,-0.65,['CKX-RW']
OP9L-F,Immensea,WTE-CK,-0.58,"['W4E-IT', 'J-QA7I', '2O-EEW', 'Y-N4EF']"
2O-EEW,Immensea,WTE-CK,-0.76,"['W4E-IT', 'OP9L-F', 'J-QA7I', 'Y-N4EF']"
RU-PT9,Immensea,IJE6-J,-0.61,"['R-ORB7', 'R1-IMO']"
QN-6J2,Immensea,IJE6-J,-0.72,['DR-427']
XWY-YM,Impass,1A-WYQ,-0.25,"['DY-40Z', 'M-9V5D']"
NUG-OF,Impass,05M-I1,-0.16,"['E7VE-V', 'L6BY-P', 'U3SQ-X']"
4-MPSJ,Impass,EK-NQ2,-0.46,"['N-7ECY', 'TWJ-AW']"
6E-MOW,Impass,O6W-QE,-0.34,"['F-3H2P', 'GBT4-J', 'GZ1-A1']"
WFYM-0,Impass,QZJ-FL,-0.11,"['FG-1GH', 'FR-B1H']"
DDI-B7,Impass,QZJ-FL,-0.13,"['FG-1GH', 'FR-B1H']"
3-YX2D,Feythabolis,1ANT-J,-0.44,"['UD-VZW', 'V-TN6Q', 'CFLF-P']"
V-TN6Q,Feythabolis,1ANT-J,-0.39,"['UD-VZW', '3-YX2D']"
QBH5-F,Feythabolis,1ANT-J,-0.57,"['UD-VZW', 'AZN-D2']"
G-M4GK,Paragon Soul,GEP-XF,-1,"['0SUF-3', 'TCAG-3']"
JI1-SY,Tenerifis,G3IP-E,-0.22,"['YF-P4X', 'X-1QGA', 'T2-V8F']"
3Q1T-O,Tenerifis,BZZ-1U,-0.22,"['F-ZBO0', '8-4KME']"
B-6STA,Tenerifis,6I-3VX,-0.6,"['7KIK-H', '0P-U0Q']"
JV1V-O,Tenerifis,W-3E44,-1,['M-RPN3']
7-8EOE,Omist,RL36-K,-0.97,"['66-PMM', '7L9-ZC']"
TPAR-G,Period Basis,N-39FI,-0.14,"['MG0-RD', 'TCAG-3']"
UR-E46,Period Basis,N-39FI,-0.54,"['TCAG-3', '0A-KZ0']"
Y-CWQY,Period Basis,J8-G8K,-0.76,"['1-NJLK', '8KR9-5', 'VQE-CN', 'L5D-ZL', 'EIMJ-M']"
8KR9-5,Period Basis,J8-G8K,-0.23,"['1-NJLK', 'Y-CWQY', 'VQE-CN']"
G-C8QO,Period Basis,J8-G8K,-0.22,['1-NJLK']
9U6-SV,Stain,U7L-MQ,-0.08,"['0GN-VO', '4GQ-XQ']"
QM-O7J,Stain,Q4IG-S,-0.14,"['UKYS-5', 'KP-FQ1', 'LC-1ED']"
RPS-0K,Stain,W-ULNA,-0.21,"['LC-1ED', 'U6-FCE']"
J-QA7I,Immensea,WTE-CK,-0.48,"['OP9L-F', '2O-EEW', '7YSF-E']"
Y-N4EF,Immensea,WTE-CK,-0.79,"['OP9L-F', '2O-EEW']"
M-9V5D,Impass,1A-WYQ,-0.27,"['XWY-YM', 'O2-39S', 'M-VEJZ']"
L6BY-P,Impass,05M-I1,-0.17,"['NUG-OF', 'U3SQ-X']"
U3SQ-X,Impass,05M-I1,-0.12,"['NUG-OF', 'L6BY-P', '01TG-J', 'A1BK-A']"
TWJ-AW,Impass,EK-NQ2,-0.58,"['4-MPSJ', 'PZMA-E', '442-CS']"
GBT4-J,Impass,O6W-QE,-0.38,"['6E-MOW', 'X-0CKQ', '4RS-L1']"
GZ1-A1,Impass,O6W-QE,-0.46,"['6E-MOW', '6B-GKA', 'LHGA-W']"
FR-B1H,Impass,QZJ-FL,-0.11,"['WFYM-0', 'DDI-B7']"
CFLF-P,Feythabolis,1ANT-J,-0.41,"['3-YX2D', '9-ZFCG', 'J-TPTA']"
AZN-D2,Feythabolis,3-U491,-0.56,"['QBH5-F', 'E-PR0S', 'TR07-S']"
0SUF-3,Paragon Soul,GEP-XF,-0.29,"['GQ2S-8', 'G-M4GK', 'O1Q-P1']"
